Gene	sgRNA	eff
GEN1	sgRNA069963	1
TMEM132E	sgRNA058833	1
TMEM132E	sgRNA058835	1
TMEM132E	sgRNA058836	1
TMEM132E	sgRNA058834	1
CCDC47	sgRNA044834	1
CCDC47	sgRNA044833	1
CCDC47	sgRNA044831	1
CCDC47	sgRNA044832	1
DFNB59	sgRNA073442	1
DFNB59	sgRNA073444	1
DFNB59	sgRNA073441	1
DFNB59	sgRNA073443	1
PKMYT1	sgRNA023826	1
PKMYT1	sgRNA023827	1
PKMYT1	sgRNA023828	1
PKMYT1	sgRNA023825	1
ANKRD36B	sgRNA046358	1
ANKRD36B	sgRNA046357	1
ANKRD36B	sgRNA046356	1
ANKRD36B	sgRNA046355	1
C3AR1	sgRNA001982	1
C3AR1	sgRNA001983	1
C3AR1	sgRNA001984	1
C3AR1	sgRNA001981	1
CDO1	sgRNA002957	1
CDO1	sgRNA002959	1
CDO1	sgRNA002960	1
CDO1	sgRNA002958	1
NSD1	sgRNA047629	1
NSD1	sgRNA047630	1
NSD1	sgRNA047627	1
NSD1	sgRNA047628	1
C5orf67	sgRNA076371	1
C5orf67	sgRNA076372	1
C5orf67	sgRNA076373	1
C5orf67	sgRNA076370	1
RSPO3	sgRNA054320	1
RSPO3	sgRNA054319	1
RSPO3	sgRNA054321	1
RSPO3	sgRNA054322	1
PSD2	sgRNA053218	1
PSD2	sgRNA053215	1
PSD2	sgRNA053217	1
PSD2	sgRNA053216	1
C17orf80	sgRNA041366	1
C17orf80	sgRNA041364	1
C17orf80	sgRNA041365	1
C17orf80	sgRNA041363	1
ARVCF	sgRNA001229	1
ARVCF	sgRNA001231	1
ARVCF	sgRNA001230	1
ARVCF	sgRNA001232	1
OR5M8	sgRNA065289	1
OR5M8	sgRNA065291	1
OR5M8	sgRNA065290	1
OR5M8	sgRNA065292	1
FTMT	sgRNA056659	1
FTMT	sgRNA056658	1
FTMT	sgRNA056657	1
FTMT	sgRNA056660	1
FAM195B	sgRNA069937	1
FAM195B	sgRNA069938	1
FAM195B	sgRNA069940	1
FAM195B	sgRNA069939	1
HP1BP3	sgRNA037347	1
HP1BP3	sgRNA037350	1
HP1BP3	sgRNA037348	1
HP1BP3	sgRNA037349	1
ARMCX5	sgRNA048204	1
ARMCX5	sgRNA048206	1
ARMCX5	sgRNA048205	1
ARMCX5	sgRNA048203	1
SLC35E4	sgRNA068995	1
SLC35E4	sgRNA068994	1
SLC35E4	sgRNA068993	1
SLC35E4	sgRNA068996	1
TMEM105	sgRNA067679	1
TMEM105	sgRNA067678	1
TMEM105	sgRNA067680	1
TMEM105	sgRNA067677	1
GOLPH3L	sgRNA041916	1
GOLPH3L	sgRNA041918	1
GOLPH3L	sgRNA041915	1
GOLPH3L	sgRNA041917	1
HAX1	sgRNA028137	1
HAX1	sgRNA028138	1
HAX1	sgRNA028139	1
HAX1	sgRNA028140	1
C17orf96	sgRNA075540	1
C17orf96	sgRNA075543	1
C17orf96	sgRNA075541	1
C17orf96	sgRNA075542	1
EPHB1	sgRNA005672	1
EPHB1	sgRNA005669	1
EPHB1	sgRNA005670	1
EPHB1	sgRNA005671	1
HMX3	sgRNA069259	1
HMX3	sgRNA069257	1
HMX3	sgRNA069258	1
HMX3	sgRNA069260	1
PLA2G4F	sgRNA066576	1
PLA2G4F	sgRNA066574	1
PLA2G4F	sgRNA066575	1
PLA2G4F	sgRNA066573	1
MRPS18C	sgRNA037567	1
MRPS18C	sgRNA037570	1
MRPS18C	sgRNA037569	1
MRPS18C	sgRNA037568	1
NFKBIA	sgRNA012547	1
NFKBIA	sgRNA012546	1
NFKBIA	sgRNA012548	1
NFKBIA	sgRNA012545	1
RPL34	sgRNA016422	1
RPL34	sgRNA016421	1
RPL34	sgRNA016423	1
RPL34	sgRNA016424	1
PLEKHO2	sgRNA051057	1
PLEKHO2	sgRNA051055	1
PLEKHO2	sgRNA051058	1
PLEKHO2	sgRNA051056	1
CAPRIN2	sgRNA048531	1
CAPRIN2	sgRNA048534	1
CAPRIN2	sgRNA048533	1
CAPRIN2	sgRNA048532	1
TFB2M	sgRNA047537	1
TFB2M	sgRNA047538	1
TFB2M	sgRNA047536	1
TFB2M	sgRNA047535	1
ETV4	sgRNA005858	1
ETV4	sgRNA005857	1
ETV4	sgRNA005860	1
ETV4	sgRNA005859	1
CYP7B1	sgRNA024783	1
CYP7B1	sgRNA024781	1
CYP7B1	sgRNA024784	1
CYP7B1	sgRNA024782	1
NDUFA2	sgRNA012270	1
NDUFA2	sgRNA012272	1
NDUFA2	sgRNA012269	1
NDUFA2	sgRNA012271	1
RAP2A	sgRNA015820	1
RAP2A	sgRNA015819	1
RAP2A	sgRNA015817	1
RAP2A	sgRNA015818	1
MED1	sgRNA014502	1
MED1	sgRNA014501	1
MED1	sgRNA014503	1
MED1	sgRNA014504	1
RIF1	sgRNA041845	1
RIF1	sgRNA041844	1
RIF1	sgRNA041843	1
RIF1	sgRNA041846	1
OR11H4	sgRNA071796	1
OR11H4	sgRNA071793	1
OR11H4	sgRNA071794	1
OR11H4	sgRNA071795	1
TLK2	sgRNA029835	1
TLK2	sgRNA029838	1
TLK2	sgRNA029837	1
TLK2	sgRNA029836	1
TBCC	sgRNA018741	1
TBCC	sgRNA018743	1
TBCC	sgRNA018744	1
TBCC	sgRNA018742	1
ZNF771	sgRNA038533	1
ZNF771	sgRNA038534	1
ZNF771	sgRNA038532	1
ZNF771	sgRNA038531	1
DUSP16	sgRNA051400	1
DUSP16	sgRNA051402	1
DUSP16	sgRNA051399	1
DUSP16	sgRNA051401	1
INSRR	sgRNA009665	1
INSRR	sgRNA009666	1
INSRR	sgRNA009668	1
INSRR	sgRNA009667	1
FAM69C	sgRNA058945	1
FAM69C	sgRNA058947	1
FAM69C	sgRNA058948	1
FAM69C	sgRNA058946	1
GPR155	sgRNA062528	1
GPR155	sgRNA062527	1
GPR155	sgRNA062526	1
GPR155	sgRNA062525	1
ANKRD35	sgRNA062062	1
ANKRD35	sgRNA062064	1
ANKRD35	sgRNA062063	1
ANKRD35	sgRNA062061	1
TEX10	sgRNA040877	1
TEX10	sgRNA040876	1
TEX10	sgRNA040875	1
TEX10	sgRNA040878	1
LOXL2	sgRNA010759	1
LOXL2	sgRNA010758	1
LOXL2	sgRNA010760	1
LOXL2	sgRNA010757	1
SLC4A1AP	sgRNA031319	1
SLC4A1AP	sgRNA031320	1
SLC4A1AP	sgRNA031322	1
SLC4A1AP	sgRNA031321	1
C1QTNF9B-AS1	sgRNA073516	1
C1QTNF9B-AS1	sgRNA073514	1
C1QTNF9B-AS1	sgRNA073515	1
C1QTNF9B-AS1	sgRNA073517	1
EBF3	sgRNA066342	1
EBF3	sgRNA066344	1
EBF3	sgRNA066341	1
EBF3	sgRNA066343	1
RAI1	sgRNA029045	1
RAI1	sgRNA029046	1
RAI1	sgRNA029044	1
RAI1	sgRNA029043	1
PLA2G7	sgRNA021111	1
PLA2G7	sgRNA021109	1
PLA2G7	sgRNA021112	1
PLA2G7	sgRNA021110	1
TMEM182	sgRNA059878	1
TMEM182	sgRNA059880	1
TMEM182	sgRNA059877	1
TMEM182	sgRNA059879	1
FAM198B	sgRNA038470	1
FAM198B	sgRNA038467	1
FAM198B	sgRNA038469	1
FAM198B	sgRNA038468	1
SLC22A12	sgRNA057632	1
SLC22A12	sgRNA057629	1
SLC22A12	sgRNA057630	1
SLC22A12	sgRNA057631	1
NDST3	sgRNA024556	1
NDST3	sgRNA024553	1
NDST3	sgRNA024554	1
NDST3	sgRNA024555	1
PEX5	sgRNA015595	1
PEX5	sgRNA015594	1
PEX5	sgRNA015596	1
PEX5	sgRNA015593	1
GTF2E1	sgRNA007936	1
GTF2E1	sgRNA007934	1
GTF2E1	sgRNA007933	1
GTF2E1	sgRNA007935	1
MYLIP	sgRNA036530	1
MYLIP	sgRNA036528	1
MYLIP	sgRNA036529	1
MYLIP	sgRNA036527	1
PRR13	sgRNA039964	1
PRR13	sgRNA039965	1
PRR13	sgRNA039966	1
PRR13	sgRNA039963	1
GPATCH1	sgRNA041547	1
GPATCH1	sgRNA041549	1
GPATCH1	sgRNA041550	1
GPATCH1	sgRNA041548	1
VGLL1	sgRNA038776	1
VGLL1	sgRNA038778	1
VGLL1	sgRNA038777	1
VGLL1	sgRNA038775	1
CHAF1B	sgRNA021406	1
CHAF1B	sgRNA021405	1
CHAF1B	sgRNA021407	1
CHAF1B	sgRNA021408	1
DNAJC9	sgRNA032173	1
DNAJC9	sgRNA032174	1
DNAJC9	sgRNA032172	1
DNAJC9	sgRNA032171	1
MYCBP	sgRNA034971	1
MYCBP	sgRNA034973	1
MYCBP	sgRNA034972	1
MYCBP	sgRNA034974	1
STON1-GTF2A1L	sgRNA068487	1
STON1-GTF2A1L	sgRNA068488	1
STON1-GTF2A1L	sgRNA068485	1
STON1-GTF2A1L	sgRNA068486	1
CLDN4	sgRNA003790	1
CLDN4	sgRNA003792	1
CLDN4	sgRNA003789	1
CLDN4	sgRNA003791	1
PANK4	sgRNA042012	1
PANK4	sgRNA042011	1
PANK4	sgRNA042013	1
PANK4	sgRNA042014	1
CD3D	sgRNA002556	1
CD3D	sgRNA002553	1
CD3D	sgRNA002555	1
CD3D	sgRNA002554	1
LIMA1	sgRNA038836	1
LIMA1	sgRNA038837	1
LIMA1	sgRNA038835	1
LIMA1	sgRNA038838	1
THOC2	sgRNA045239	1
THOC2	sgRNA045242	1
THOC2	sgRNA045241	1
THOC2	sgRNA045240	1
ACTR1A	sgRNA027069	1
ACTR1A	sgRNA027070	1
ACTR1A	sgRNA027071	1
ACTR1A	sgRNA027072	1
TCEB2	sgRNA018805	1
TCEB2	sgRNA018808	1
TCEB2	sgRNA018807	1
TCEB2	sgRNA018806	1
WDR77	sgRNA048893	1
WDR77	sgRNA048892	1
WDR77	sgRNA048891	1
WDR77	sgRNA048894	1
TOMM20	sgRNA026027	1
TOMM20	sgRNA026028	1
TOMM20	sgRNA026025	1
TOMM20	sgRNA026026	1
EEF1G	sgRNA005323	1
EEF1G	sgRNA005322	1
EEF1G	sgRNA005324	1
EEF1G	sgRNA005321	1
LAMB1	sgRNA010478	1
LAMB1	sgRNA010477	1
LAMB1	sgRNA010480	1
LAMB1	sgRNA010479	1
MNDA	sgRNA011657	1
MNDA	sgRNA011658	1
MNDA	sgRNA011659	1
MNDA	sgRNA011660	1
GCKR	sgRNA006992	1
GCKR	sgRNA006989	1
GCKR	sgRNA006991	1
GCKR	sgRNA006990	1
ASB18	sgRNA072336	1
ASB18	sgRNA072334	1
ASB18	sgRNA072333	1
ASB18	sgRNA072335	1
SMEK1	sgRNA042997	1
SMEK1	sgRNA042996	1
SMEK1	sgRNA042995	1
SMEK1	sgRNA042998	1
IMPDH2	sgRNA009576	1
IMPDH2	sgRNA009574	1
IMPDH2	sgRNA009573	1
IMPDH2	sgRNA009575	1
EIF1B	sgRNA027649	1
EIF1B	sgRNA027652	1
EIF1B	sgRNA027650	1
EIF1B	sgRNA027651	1
NUCB2	sgRNA012929	1
NUCB2	sgRNA012930	1
NUCB2	sgRNA012931	1
NUCB2	sgRNA012932	1
MIF	sgRNA011489	1
MIF	sgRNA011491	1
MIF	sgRNA011490	1
MIF	sgRNA011492	1
NAV3	sgRNA055125	1
NAV3	sgRNA055124	1
NAV3	sgRNA055126	1
NAV3	sgRNA055123	1
CACNA1D	sgRNA002152	1
CACNA1D	sgRNA002151	1
CACNA1D	sgRNA002149	1
CACNA1D	sgRNA002150	1
HMP19	sgRNA039152	1
HMP19	sgRNA039154	1
HMP19	sgRNA039153	1
HMP19	sgRNA039151	1
PAGE5	sgRNA055614	1
PAGE5	sgRNA055613	1
PAGE5	sgRNA055611	1
PAGE5	sgRNA055612	1
HNRNPH1	sgRNA008600	1
HNRNPH1	sgRNA008597	1
HNRNPH1	sgRNA008598	1
HNRNPH1	sgRNA008599	1
ZXDA	sgRNA020914	1
ZXDA	sgRNA020915	1
ZXDA	sgRNA020913	1
ZXDA	sgRNA020916	1
LINS	sgRNA041832	1
LINS	sgRNA041831	1
LINS	sgRNA041834	1
LINS	sgRNA041833	1
RASSF6	sgRNA063920	1
RASSF6	sgRNA063919	1
RASSF6	sgRNA063918	1
RASSF6	sgRNA063917	1
ECHDC1	sgRNA043614	1
ECHDC1	sgRNA043611	1
ECHDC1	sgRNA043613	1
ECHDC1	sgRNA043612	1
CHSY1	sgRNA031014	1
CHSY1	sgRNA031012	1
CHSY1	sgRNA031013	1
CHSY1	sgRNA031011	1
ROBO2	sgRNA016234	1
ROBO2	sgRNA016236	1
ROBO2	sgRNA016235	1
ROBO2	sgRNA016233	1
NPLOC4	sgRNA042975	1
NPLOC4	sgRNA042978	1
NPLOC4	sgRNA042976	1
NPLOC4	sgRNA042977	1
DERL3	sgRNA055802	1
DERL3	sgRNA055801	1
DERL3	sgRNA055800	1
DERL3	sgRNA055799	1
MFSD6L	sgRNA063506	1
MFSD6L	sgRNA063507	1
MFSD6L	sgRNA063505	1
MFSD6L	sgRNA063508	1
PSMG3	sgRNA053262	1
PSMG3	sgRNA053261	1
PSMG3	sgRNA053259	1
PSMG3	sgRNA053260	1
MFN1	sgRNA042988	1
MFN1	sgRNA042987	1
MFN1	sgRNA042990	1
MFN1	sgRNA042989	1
NTN3	sgRNA012901	1
NTN3	sgRNA012904	1
NTN3	sgRNA012902	1
NTN3	sgRNA012903	1
HSD17B12	sgRNA037952	1
HSD17B12	sgRNA037954	1
HSD17B12	sgRNA037951	1
HSD17B12	sgRNA037953	1
GINS4	sgRNA053387	1
GINS4	sgRNA053388	1
GINS4	sgRNA053390	1
GINS4	sgRNA053389	1
ZNF57	sgRNA059093	1
ZNF57	sgRNA059095	1
ZNF57	sgRNA059094	1
ZNF57	sgRNA059096	1
SERPINC1	sgRNA001292	1
SERPINC1	sgRNA001291	1
SERPINC1	sgRNA001289	1
SERPINC1	sgRNA001290	1
MEF2C	sgRNA011324	1
MEF2C	sgRNA011321	1
MEF2C	sgRNA011323	1
MEF2C	sgRNA011322	1
KCNQ1	sgRNA010117	1
KCNQ1	sgRNA010120	1
KCNQ1	sgRNA010119	1
KCNQ1	sgRNA010118	1
IRX3	sgRNA049119	1
IRX3	sgRNA049120	1
IRX3	sgRNA049122	1
IRX3	sgRNA049121	1
ZFP69B	sgRNA048463	1
ZFP69B	sgRNA048466	1
ZFP69B	sgRNA048465	1
ZFP69B	sgRNA048464	1
CBWD2	sgRNA062349	1
CBWD2	sgRNA062352	1
CBWD2	sgRNA062351	1
CBWD2	sgRNA062350	1
HIST2H3C	sgRNA059254	1
HIST2H3C	sgRNA059256	1
HIST2H3C	sgRNA059255	1
HIST2H3C	sgRNA059253	1
MAMLD1	sgRNA026818	1
MAMLD1	sgRNA026819	1
MAMLD1	sgRNA026820	1
MAMLD1	sgRNA026817	1
SLC8A1	sgRNA017577	1
SLC8A1	sgRNA017580	1
SLC8A1	sgRNA017578	1
SLC8A1	sgRNA017579	1
PELP1	sgRNA035471	1
PELP1	sgRNA035474	1
PELP1	sgRNA035473	1
PELP1	sgRNA035472	1
ATF7IP	sgRNA043172	1
ATF7IP	sgRNA043173	1
ATF7IP	sgRNA043171	1
ATF7IP	sgRNA043174	1
C8orf34	sgRNA057721	1
C8orf34	sgRNA057724	1
C8orf34	sgRNA057722	1
C8orf34	sgRNA057723	1
ODF4	sgRNA061681	1
ODF4	sgRNA061683	1
ODF4	sgRNA061684	1
ODF4	sgRNA061682	1
MAD2L1BP	sgRNA025302	1
MAD2L1BP	sgRNA025304	1
MAD2L1BP	sgRNA025303	1
MAD2L1BP	sgRNA025301	1
LPPR1	sgRNA040895	1
LPPR1	sgRNA040897	1
LPPR1	sgRNA040898	1
LPPR1	sgRNA040896	1
GOLGA4	sgRNA007422	1
GOLGA4	sgRNA007424	1
GOLGA4	sgRNA007421	1
GOLGA4	sgRNA007423	1
NR1H3	sgRNA026881	1
NR1H3	sgRNA026884	1
NR1H3	sgRNA026883	1
NR1H3	sgRNA026882	1
TRHR	sgRNA019579	1
TRHR	sgRNA019577	1
TRHR	sgRNA019580	1
TRHR	sgRNA019578	1
PGAP3	sgRNA056478	1
PGAP3	sgRNA056480	1
PGAP3	sgRNA056477	1
PGAP3	sgRNA056479	1
KDM5A	sgRNA015884	1
KDM5A	sgRNA015882	1
KDM5A	sgRNA015881	1
KDM5A	sgRNA015883	1
CSNK2A3	sgRNA067199	1
CSNK2A3	sgRNA067197	1
CSNK2A3	sgRNA067198	1
CSNK2A3	sgRNA067200	1
B3GAT1	sgRNA035537	1
B3GAT1	sgRNA035535	1
B3GAT1	sgRNA035536	1
B3GAT1	sgRNA035538	1
LYSMD3	sgRNA057621	1
LYSMD3	sgRNA057622	1
LYSMD3	sgRNA057624	1
LYSMD3	sgRNA057623	1
CLEC18C	sgRNA067560	1
CLEC18C	sgRNA067558	1
CLEC18C	sgRNA067557	1
CLEC18C	sgRNA067559	1
TTLL3	sgRNA034645	1
TTLL3	sgRNA034643	1
TTLL3	sgRNA034644	1
TTLL3	sgRNA034646	1
TIAF1	sgRNA024226	1
TIAF1	sgRNA024228	1
TIAF1	sgRNA024227	1
TIAF1	sgRNA024225	1
ICE1	sgRNA032627	1
ICE1	sgRNA032628	1
ICE1	sgRNA032629	1
ICE1	sgRNA032630	1
HSDL1	sgRNA052368	1
HSDL1	sgRNA052370	1
HSDL1	sgRNA052367	1
HSDL1	sgRNA052369	1
CCR2	sgRNA074850	1
CCR2	sgRNA074851	1
CCR2	sgRNA074848	1
CCR2	sgRNA074849	1
ASH1L	sgRNA043628	1
ASH1L	sgRNA043630	1
ASH1L	sgRNA043629	1
ASH1L	sgRNA043627	1
KLHDC2	sgRNA033243	1
KLHDC2	sgRNA033246	1
KLHDC2	sgRNA033244	1
KLHDC2	sgRNA033245	1
MFN2	sgRNA026463	1
MFN2	sgRNA026461	1
MFN2	sgRNA026462	1
MFN2	sgRNA026464	1
SULT2A1	sgRNA018489	1
SULT2A1	sgRNA018492	1
SULT2A1	sgRNA018491	1
SULT2A1	sgRNA018490	1
OR4K2	sgRNA071773	1
OR4K2	sgRNA071776	1
OR4K2	sgRNA071775	1
OR4K2	sgRNA071774	1
PXK	sgRNA040935	1
PXK	sgRNA040938	1
PXK	sgRNA040937	1
PXK	sgRNA040936	1
UCHL1	sgRNA019901	1
UCHL1	sgRNA019904	1
UCHL1	sgRNA019903	1
UCHL1	sgRNA019902	1
WBP2	sgRNA033168	1
WBP2	sgRNA033170	1
WBP2	sgRNA033167	1
WBP2	sgRNA033169	1
ISL1	sgRNA009733	1
ISL1	sgRNA009735	1
ISL1	sgRNA009736	1
ISL1	sgRNA009734	1
RFC4	sgRNA016041	1
RFC4	sgRNA016044	1
RFC4	sgRNA016043	1
RFC4	sgRNA016042	1
ZNF707	sgRNA068346	1
ZNF707	sgRNA068348	1
ZNF707	sgRNA068345	1
ZNF707	sgRNA068347	1
OR2T5	sgRNA072532	1
OR2T5	sgRNA072530	1
OR2T5	sgRNA072531	1
OR2T5	sgRNA072529	1
PDHB	sgRNA013597	1
PDHB	sgRNA013598	1
PDHB	sgRNA013599	1
PDHB	sgRNA013600	1
ATP7A	sgRNA001489	1
ATP7A	sgRNA001491	1
ATP7A	sgRNA001490	1
ATP7A	sgRNA001492	1
TAZ	sgRNA018735	1
TAZ	sgRNA018734	1
TAZ	sgRNA018733	1
TAZ	sgRNA018736	1
HYI	sgRNA052020	1
HYI	sgRNA052022	1
HYI	sgRNA052019	1
HYI	sgRNA052021	1
ARHGAP28	sgRNA050053	1
ARHGAP28	sgRNA050054	1
ARHGAP28	sgRNA050051	1
ARHGAP28	sgRNA050052	1
ZNF358	sgRNA060822	1
ZNF358	sgRNA060824	1
ZNF358	sgRNA060821	1
ZNF358	sgRNA060823	1
CST7	sgRNA022215	1
CST7	sgRNA022214	1
CST7	sgRNA022216	1
CST7	sgRNA022213	1
STKLD1	sgRNA064070	1
STKLD1	sgRNA064069	1
STKLD1	sgRNA064072	1
STKLD1	sgRNA064071	1
LGI4	sgRNA063654	1
LGI4	sgRNA063653	1
LGI4	sgRNA063655	1
LGI4	sgRNA063656	1
GABRB1	sgRNA006763	1
GABRB1	sgRNA006764	1
GABRB1	sgRNA006761	1
GABRB1	sgRNA006762	1
CANT1	sgRNA058775	1
CANT1	sgRNA058774	1
CANT1	sgRNA058773	1
CANT1	sgRNA058776	1
IMMT	sgRNA029771	1
IMMT	sgRNA029772	1
IMMT	sgRNA029774	1
IMMT	sgRNA029773	1
FCN3	sgRNA022283	1
FCN3	sgRNA022284	1
FCN3	sgRNA022281	1
FCN3	sgRNA022282	1
MARVELD2	sgRNA062794	1
MARVELD2	sgRNA062795	1
MARVELD2	sgRNA062796	1
MARVELD2	sgRNA062793	1
VPRBP	sgRNA025770	1
VPRBP	sgRNA025772	1
VPRBP	sgRNA025769	1
VPRBP	sgRNA025771	1
GNA14	sgRNA025415	1
GNA14	sgRNA025416	1
GNA14	sgRNA025413	1
GNA14	sgRNA025414	1
EIF2S2	sgRNA023329	1
EIF2S2	sgRNA023332	1
EIF2S2	sgRNA023330	1
EIF2S2	sgRNA023331	1
OR9Q2	sgRNA065461	1
OR9Q2	sgRNA065462	1
OR9Q2	sgRNA065464	1
OR9Q2	sgRNA065463	1
FRMD4B	sgRNA031881	1
FRMD4B	sgRNA031879	1
FRMD4B	sgRNA031882	1
FRMD4B	sgRNA031880	1
ACTL6A	sgRNA000206	1
ACTL6A	sgRNA000205	1
ACTL6A	sgRNA000208	1
ACTL6A	sgRNA000207	1
TOMM20L	sgRNA070916	1
TOMM20L	sgRNA070913	1
TOMM20L	sgRNA070915	1
TOMM20L	sgRNA070914	1
SLC30A8	sgRNA064047	1
SLC30A8	sgRNA064046	1
SLC30A8	sgRNA064045	1
SLC30A8	sgRNA064048	1
DPP10	sgRNA046067	1
DPP10	sgRNA046070	1
DPP10	sgRNA046068	1
DPP10	sgRNA046069	1
NBPF9	sgRNA072277	1
NBPF9	sgRNA072279	1
NBPF9	sgRNA072280	1
NBPF9	sgRNA072278	1
MGLL	sgRNA030828	1
MGLL	sgRNA030827	1
MGLL	sgRNA030829	1
MGLL	sgRNA030830	1
ZNF189	sgRNA020787	1
ZNF189	sgRNA020785	1
ZNF189	sgRNA020786	1
ZNF189	sgRNA020788	1
YPEL2	sgRNA071017	1
YPEL2	sgRNA071019	1
YPEL2	sgRNA071018	1
YPEL2	sgRNA071020	1
STRIP2	sgRNA045525	1
STRIP2	sgRNA045526	1
STRIP2	sgRNA045524	1
STRIP2	sgRNA045523	1
PSMB3	sgRNA015178	1
PSMB3	sgRNA015179	1
PSMB3	sgRNA015180	1
PSMB3	sgRNA015177	1
AKAP6	sgRNA024938	1
AKAP6	sgRNA024940	1
AKAP6	sgRNA024937	1
AKAP6	sgRNA024939	1
PRPF38A	sgRNA054584	1
PRPF38A	sgRNA054586	1
PRPF38A	sgRNA054585	1
PRPF38A	sgRNA054583	1
SYNDIG1	sgRNA050443	1
SYNDIG1	sgRNA050444	1
SYNDIG1	sgRNA050445	1
SYNDIG1	sgRNA050446	1
AMY1B	sgRNA000768	1
AMY1B	sgRNA000767	1
AMY1B	sgRNA000766	1
AMY1B	sgRNA000765	1
HECA	sgRNA039318	1
HECA	sgRNA039317	1
HECA	sgRNA039315	1
HECA	sgRNA039316	1
VRK1	sgRNA020192	1
VRK1	sgRNA020189	1
VRK1	sgRNA020190	1
VRK1	sgRNA020191	1
BTC	sgRNA001903	1
BTC	sgRNA001901	1
BTC	sgRNA001904	1
BTC	sgRNA001902	1
SMOX	sgRNA040080	1
SMOX	sgRNA040082	1
SMOX	sgRNA040081	1
SMOX	sgRNA040079	1
IGFL2	sgRNA061895	1
IGFL2	sgRNA061896	1
IGFL2	sgRNA061893	1
IGFL2	sgRNA061894	1
MUC6	sgRNA011923	1
MUC6	sgRNA011924	1
MUC6	sgRNA011922	1
MUC6	sgRNA011921	1
RMDN3	sgRNA041822	1
RMDN3	sgRNA041819	1
RMDN3	sgRNA041820	1
RMDN3	sgRNA041821	1
GPR22	sgRNA007563	1
GPR22	sgRNA007564	1
GPR22	sgRNA007562	1
GPR22	sgRNA007561	1
TNFSF11	sgRNA022400	1
TNFSF11	sgRNA022398	1
TNFSF11	sgRNA022397	1
TNFSF11	sgRNA022399	1
NMUR1	sgRNA027726	1
NMUR1	sgRNA027725	1
NMUR1	sgRNA027727	1
NMUR1	sgRNA027728	1
CCDC8	sgRNA052742	1
CCDC8	sgRNA052740	1
CCDC8	sgRNA052741	1
CCDC8	sgRNA052739	1
TCP11	sgRNA018902	1
TCP11	sgRNA018903	1
TCP11	sgRNA018904	1
TCP11	sgRNA018901	1
NSMCE2	sgRNA068344	1
NSMCE2	sgRNA068342	1
NSMCE2	sgRNA068341	1
NSMCE2	sgRNA068343	1
NRIP1	sgRNA021402	1
NRIP1	sgRNA021401	1
NRIP1	sgRNA021404	1
NRIP1	sgRNA021403	1
TAS2R38	sgRNA015306	1
TAS2R38	sgRNA015307	1
TAS2R38	sgRNA015305	1
TAS2R38	sgRNA015308	1
PRPF18	sgRNA022319	1
PRPF18	sgRNA022318	1
PRPF18	sgRNA022320	1
PRPF18	sgRNA022317	1
SCGB3A2	sgRNA057905	1
SCGB3A2	sgRNA057906	1
SCGB3A2	sgRNA057907	1
SCGB3A2	sgRNA057908	1
KIAA1524	sgRNA046128	1
KIAA1524	sgRNA046127	1
KIAA1524	sgRNA046129	1
KIAA1524	sgRNA046130	1
EZR	sgRNA020154	1
EZR	sgRNA020156	1
EZR	sgRNA020153	1
EZR	sgRNA020155	1
BAMBI	sgRNA033765	1
BAMBI	sgRNA033764	1
BAMBI	sgRNA033766	1
BAMBI	sgRNA033763	1
CT47B1	sgRNA073766	1
CT47B1	sgRNA073767	1
CT47B1	sgRNA073769	1
CT47B1	sgRNA073768	1
BRI3BP	sgRNA060927	1
BRI3BP	sgRNA060926	1
BRI3BP	sgRNA060928	1
BRI3BP	sgRNA060925	1
NFKB2	sgRNA012544	1
NFKB2	sgRNA012541	1
NFKB2	sgRNA012543	1
NFKB2	sgRNA012542	1
ISY1	sgRNA045512	1
ISY1	sgRNA045514	1
ISY1	sgRNA045511	1
ISY1	sgRNA045513	1
CTAGE15	sgRNA073097	1
CTAGE15	sgRNA073100	1
CTAGE15	sgRNA073099	1
CTAGE15	sgRNA073098	1
WLS	sgRNA050496	1
WLS	sgRNA050498	1
WLS	sgRNA050497	1
WLS	sgRNA050495	1
CCDC169	sgRNA074732	1
CCDC169	sgRNA074730	1
CCDC169	sgRNA074733	1
CCDC169	sgRNA074731	1
THRB	sgRNA019172	1
THRB	sgRNA019170	1
THRB	sgRNA019171	1
THRB	sgRNA019169	1
MOB1A	sgRNA042026	1
MOB1A	sgRNA042023	1
MOB1A	sgRNA042025	1
MOB1A	sgRNA042024	1
GFRA1	sgRNA007076	1
GFRA1	sgRNA007074	1
GFRA1	sgRNA007075	1
GFRA1	sgRNA007073	1
C10orf120	sgRNA072128	1
C10orf120	sgRNA072126	1
C10orf120	sgRNA072125	1
C10orf120	sgRNA072127	1
MIER2	sgRNA040157	1
MIER2	sgRNA040155	1
MIER2	sgRNA040156	1
MIER2	sgRNA040158	1
GABPA	sgRNA006729	1
GABPA	sgRNA006731	1
GABPA	sgRNA006730	1
GABPA	sgRNA006732	1
STARD9	sgRNA045703	1
STARD9	sgRNA045706	1
STARD9	sgRNA045704	1
STARD9	sgRNA045705	1
IFITM2	sgRNA028569	1
IFITM2	sgRNA028570	1
IFITM2	sgRNA028572	1
IFITM2	sgRNA028571	1
ANTXR1	sgRNA053039	1
ANTXR1	sgRNA053041	1
ANTXR1	sgRNA053040	1
ANTXR1	sgRNA053042	1
MCEMP1	sgRNA064551	1
MCEMP1	sgRNA064552	1
